0.0625
0.0009765625
0
0.00135193
0.00000048, 0.93474534, -0.68475365, -0.41063267, 0.99908957, -0.35394918, -0.72805292, 0.91137046, 0.03078244, -0.93458893, 0.68495201, 0.41088062, -0.99878440, 0.35431920, 0.72849543, -0.91084785, -0.03017209, 0.93529465, -0.68414330, -0.40996128, 0.99982200, -0.35315572, -0.72719843, 0.91228599, 0.03175900, -0.93355134, 0.68605065, 0.41204029, -0.99756370, 0.35560094, 0.72983820, -0.90944404, 
0.00000620, 0.97105626, -0.59044355, -0.51902576, 0.98794510, -0.23667365, -0.80612454, 0.85462315, 0.15333563, -0.97027424, 0.59143537, 0.52026554, -0.98641922, 0.23852378, 0.80833707, -0.85201008, -0.15028388, 0.97380284, -0.58739180, -0.51566883, 0.99160721, -0.23270636, -0.80185208, 0.85920079, 0.15821845, -0.96508625, 0.59692854, 0.52606388, -0.98031570, 0.24493247, 0.81505093, -0.84499104, 
0.00001955, 0.99276173, -0.48725206, -0.61961093, 0.96194330, -0.11583474, -0.87206613, 0.78502854, 0.27359170, -0.99135410, 0.48903734, 0.62184253, -0.95919672, 0.11916497, 0.87604868, -0.78032502, -0.26809853, 0.99770557, -0.48175890, -0.61356845, 0.96853510, -0.10869363, -0.86437570, 0.79326829, 0.28238076, -0.98201573, 0.49892504, 0.63227954, -0.94821039, 0.13070062, 0.88813364, -0.76769074, 
0.00004053, 0.99953540, -0.37673081, -0.71087425, 0.92147712, 0.00675289, -0.92488174, 0.70363902, 0.38974921, -0.99750216, 0.37930955, 0.71409767, -0.91750983, -0.00194255, 0.93063431, -0.69684505, -0.38181464, 1.00667651, -0.36879624, -0.70214622, 0.93099860, 0.01706783, -0.91377335, 0.71554088, 0.40244452, -0.98401339, 0.39359178, 0.72917335, -0.90164069, 0.01472005, 0.94809036, -0.67859553, 
0.00006914, 0.99127550, -0.26054169, -0.79144200, 0.86715703, 0.12924827, -0.96377285, 0.61168439, 0.50006841, -0.98861665, 0.26391389, 0.79565724, -0.86196904, -0.12295783, 0.97129543, -0.60279996, -0.48969243, 1.00061388, -0.25016572, -0.78002843, 0.87960820, 0.14273703, -0.94924648, 0.62724836, 0.51666997, -0.97097749, 0.28259064, 0.81537160, -0.84121709, -0.10116828, 0.99412258, -0.57893522, 
0.00010538, 0.96810638, -0.14043183, -0.86010134, 0.79980189, 0.24981182, -0.98815035, 0.51055336, 0.60289732, -0.96482192, 0.14459748, 0.86530840, -0.79339320, -0.24204128, 0.99744295, -0.49957847, -0.59007993, 0.97964202, -0.12761445, -0.84600222, 0.81518275, 0.26647442, -0.97020601, 0.52977943, 0.62340513, -0.94303237, 0.16766877, 0.88966143, -0.76775843, -0.21512478, 1.02564120, -0.47009849, 
0.00014925, 0.93037664, -0.01820733, -0.91581853, 0.72042663, 0.36663304, -0.99764347, 0.40177265, 0.69669665, -0.92646658, 0.02316644, 0.92201742, -0.71279723, -0.35738240, 1.00870609, -0.38870731, -0.68143786, 0.94410955, -0.00294854, -0.89903387, 0.73873717, 0.38646947, -0.97628116, 0.42466083, 0.72111071, -0.90052664, 0.05063226, 0.95100912, -0.68227965, -0.32533894, 1.04227542, -0.35361209, 
0.00020075, 0.87865389, 0.10429389, -0.95775451, 0.63022695, 0.47795768, -0.99210527, 0.28698404, 0.78006291, -0.87411822, -0.09854133, 0.96494521, -0.62137685, -0.46722694, 1.00493792, -0.27182825, -0.76236272, 0.89458407, 0.12199408, -0.93828429, 0.65146719, 0.50096794, -0.96732500, 0.31353434, 0.80838323, -0.84402788, -0.06668097, 0.99857558, -0.58597646, -0.43005653, 1.04387835, -0.23111780, 
0.00025988, 0.81371620, 0.22522976, -0.98527748, 0.53056139, 0.58211420, -0.97161495, 0.16791970, 0.85174955, -0.80855492, -0.21868374, 0.99346000, -0.52049059, -0.56990335, 0.98621761, -0.15067345, -0.83160795, 0.83184364, 0.24537136, -0.96312171, 0.55473131, 0.60829828, -0.94341670, 0.19813210, 0.88397612, -0.77431419, -0.18242886, 1.03172904, -0.48020738, -0.52760599, 1.03052913, -0.10434777, 
0.00032663, 0.73654041, 0.34278175, -0.99797243, 0.42293084, 0.67753884, -0.93647654, 0.04637607, 0.91068568, -0.73075351, -0.33544228, 1.00714678, -0.41163933, -0.66384790, 0.95284922, -0.02703937, -0.88810267, 0.75686511, 0.36536476, -0.97313112, 0.45003044, 0.70689675, -0.90486033, 0.08025059, 0.94681849, -0.69236240, -0.29479286, 1.05005449, -0.36647332, -0.61642358, 1.00253184, 0.02490154, 
