0.015625
0.015625
37234748524084445000000000000000000000000000000000000000000
0.000313749
0.00000000, 0.47139674, 0.83146961, 0.99518473, 0.92387953, 0.63439328, 0.19509032, -0.29028468, -0.70710678, -0.95694034, -0.98078528, -0.77301045, -0.38268343, 0.09801714, 0.55557023, 0.88192126, 1.00000000, 0.88192126, 0.55557023, 0.09801714, -0.38268343, -0.77301045, -0.98078528, -0.95694034, -0.70710678, -0.29028468, 0.19509032, 0.63439328, 0.92387953, 0.99518473, 0.83146961, 0.47139674, 0.00000000, -0.47139674, -0.83146961, -0.99518473, -0.92387953, -0.63439328, -0.19509032, 0.29028468, 0.70710678, 0.95694034, 0.98078528, 0.77301045, 0.38268343, -0.09801714, -0.55557023, -0.88192126, -1.00000000, -0.88192126, -0.55557023, -0.09801714, 0.38268343, 0.77301045, 0.98078528, 0.95694034, 0.70710678, 0.29028468, -0.19509032, -0.63439328, -0.92387953, -0.99518473, -0.83146961, -0.47139674, -0.00000000, 0.47139674, 0.83146961, 0.99518473, 0.92387953, 0.63439328, 0.19509032, -0.29028468, -0.70710678, -0.95694034, -0.98078528, -0.77301045, -0.38268343, 0.09801714, 0.55557023, 0.88192126, 1.00000000, 0.88192126, 0.55557023, 0.09801714, -0.38268343, -0.77301045, -0.98078528, -0.95694034, -0.70710678, -0.29028468, 0.19509032, 0.63439328, 0.92387953, 0.99518473, 0.83146961, 0.47139674, 0.00000000, -0.47139674, -0.83146961, -0.99518473, -0.92387953, -0.63439328, -0.19509032, 0.29028468, 0.70710678, 0.95694034, 0.98078528, 0.77301045, 0.38268343, -0.09801714, -0.55557023, -0.88192126, -1.00000000, -0.88192126, -0.55557023, -0.09801714, 0.38268343, 0.77301045, 0.98078528, 0.95694034, 0.70710678, 0.29028468, -0.19509032, -0.63439328, -0.92387953, -0.99518473, -0.83146961, -0.47139674, 
0.00024414, -0.47139292, 0.11133912, 0.66778883, 1.06655096, 1.21346115, 1.07383358, 0.68065224, 0.12678157, -0.45696424, -0.93271392, -1.18809853, -1.16278816, -0.86273932, -0.35878827, 0.23007751, 0.76481909, 1.11918118, 1.20950826, 1.01450043, 0.58024359, 0.00932587, -0.56338931, -1.00261225, -1.20457662, -1.12154470, -0.77308094, -0.24143173, 0.34789776, 0.85578250, 1.16233307, 1.19520841, 0.94669972, 0.47555094, -0.10691407, -0.66308149, -1.06154607, -1.20814346, -1.06818782, -0.67466317, -0.12043391, 0.46368573, 0.93982452, 1.19561348, 1.17072273, 0.87110877, 0.36760785, -0.22079254, -0.75505347, -1.10891965, -1.19873555, -1.00320130, -0.56840277, 0.00307190, 0.57635928, 1.01616968, 1.21873678, 1.13632284, 0.78849232, 0.25749160, -0.33117413, -0.83837985, -1.14423614, -1.17640195, -0.92716847, -0.45527964, 0.12794068, 0.68487867, 1.08412908, 1.23152755, 1.09238826, 0.69969521, 0.14631282, -0.43694470, -0.91220611, -1.16710244, -1.14130378, -0.84076666, -0.33632733, 0.25302673, 0.78825659, 1.14310696, 1.23392232, 1.03940278, 0.60563422, 0.03520478, -0.53702213, -0.97575678, -1.17723287, -1.09371267, -0.74476063, -0.21262313, 0.37719463, 0.88556766, 1.19260651, 1.22597013, 0.97794972, 0.50728922, -0.07468751, -0.63036665, -1.02834295, -1.17445205, -1.03400814, -0.63999520, -0.08527766, 0.49933026, 0.97595733, 1.23223458, 1.20783210, 0.90870642, 0.40569379, -0.18221832, -0.71599097, -1.06936887, -1.15869649, -0.96267395, -0.52738715, 0.04457580, 0.61835147, 1.05865015, 1.26170553, 1.17977987, 0.83243763, 0.30192520, -0.28625225, -0.79296969, -1.09833771, -1.13001524, 
0.00097656, 0.47190028, -1.05407919, -0.44503048, 0.26914877, 0.91981243, 1.35331760, 1.46730864, 1.23488913, 0.71097369, 0.01931951, -0.67669989, -1.21267648, -1.46199395, -1.36572907, -0.94656686, -0.30344337, 0.41181885, 1.03036473, 1.40618311, 1.45058833, 1.15316403, 0.58422306, -0.12179745, -0.79808440, -1.28484289, -1.46703299, -1.30153725, -0.82734324, -0.15633632, 0.55312292, 1.13359667, 1.44811163, 1.42250625, 1.06294454, 0.45446041, -0.25912375, -0.90916179, -1.34201084, -1.45531523, -1.22217856, -0.69751544, -0.00508306, 0.69174505, 1.22856088, 1.47874810, 1.38338349, 0.96515207, 0.32298988, -0.39128052, -1.00880406, -1.38356958, -1.42689143, -1.12835324, -0.55826786, 0.14892758, 0.82641997, 1.31441443, 1.49787101, 1.33367226, 0.86080577, 0.19115687, -0.51691381, -1.09596850, -1.40903387, -1.38194839, -1.02087606, -0.41085079, 0.30430502, 0.95594524, 1.39042698, 1.50539458, 1.27395163, 0.75101275, 0.06033513, -0.63470770, -1.16970773, -1.41804863, -1.32080719, -0.90066843, -0.25656837, 0.45967041, 1.07919285, 1.45598779, 1.50136958, 1.20492184, 0.63695743, -0.06808651, -0.74339690, -1.22917883, -1.41039237, -1.24392007, -0.76874949, -0.09676600, 0.61366980, 1.19512011, 1.51061163, 1.48598281, 1.12739767, 0.51989010, -0.19271750, -0.84177898, -1.27365147, -1.38597930, -1.15186606, -0.62622638, 0.06718257, 0.76498724, 1.30277963, 1.55394341, 1.45955536, 1.04230051, 0.40111488, -0.31217895, -0.92872593, -1.30251489, -1.34486018, -1.04534543, -0.47428348, 0.23388851, 0.91235747, 1.40132849, 1.58576163, 1.42253945, 0.95064952, 0.28197719, -0.42511694, -1.00319506, 
0.00219727, -0.46991282, 1.99795604, -1.66300201, -1.15902663, -0.38126692, 0.48662768, 1.23972711, 1.70021644, 1.75938821, 1.40331452, 0.71613617, -0.13980777, -0.96231760, -1.55708390, -1.78357520, -1.58822551, -1.01708434, -0.20494176, 0.65650329, 1.36391412, 1.75033577, 1.72462270, 1.29296345, 0.55741919, -0.30817878, -1.09928060, -1.62892384, -1.77188605, -1.49425700, -0.86144680, -0.02273886, 0.82396452, 1.47887830, 1.78751534, 1.67716980, 1.17408706, 0.39726576, -0.46964465, -1.22171411, -1.68112769, -1.73917795, -1.38193696, -0.69354554, 0.16365726, 0.98747171, 1.58358842, 1.81147590, 1.61756816, 1.04791472, 0.23730565, -0.62256011, -1.32834588, -1.71309670, -1.68566701, -1.25224537, -0.51489294, 0.35255897, 1.14556051, 1.67714925, 1.82210273, 1.54651072, 0.91578335, 0.07920401, -0.76532500, -1.41801862, -1.72438973, -1.61173248, -1.10629226, -0.32706770, 0.54229174, 1.29685601, 1.75881019, 1.81944681, 1.46483796, 0.77912445, -0.07535465, -0.89639963, -1.48970109, -1.71472754, -1.51791301, -0.94530700, -0.13169957, 0.73121032, 1.44008599, 1.82797249, 1.80372426, 1.37352985, 0.63945044, -0.22468268, -1.01431967, -1.54249806, -1.68399543, -1.40490153, -0.77062649, 0.06954629, 0.91771452, 1.57409314, 1.88419503, 1.77531433, 1.27369643, 0.49833998, -0.36710559, -1.11771020, -1.57565894, -1.63224435, -1.27353852, -0.58368226, 0.27498538, 1.10026468, 1.69784623, 1.92719855, 1.73475566, 1.16656707, 0.35742284, -0.50097808, -1.20529901, -1.58858498, -1.55969045, -1.12480396, -0.38598669, 0.48293006, 1.27739645, 1.81045003, 1.95686835, 1.68274119, 1.05347866, 0.21836417, 
0.00390625, 0.47435694, -2.93767486, 5.65908574, -2.16673325, -1.93646209, -1.24874953, -0.26596439, 0.77984813, 1.64176564, 2.11630114, 2.09145798, 1.57317875, 0.68394183, -0.36616275, -1.32904765, -1.97721590, -2.15748604, -1.82716699, -1.06413995, -0.04846613, 0.98013605, 1.77890224, 2.15935278, 2.03180360, 1.42654575, 0.48669197, -0.56562049, -1.48168917, -2.04497944, -2.12226068, -1.69506974, -0.86407116, 0.17471558, 1.17620744, 1.90413607, 2.18684433, 1.95782440, 1.27142410, 0.29001224, -0.75436595, -1.61478810, -2.08776720, -2.06130662, -1.54134892, -0.65037250, 0.40153262, 1.36627909, 2.01636996, 2.19862373, 1.87034936, 1.10942804, 0.09592096, -0.93045343, -1.72693080, -2.10503149, -1.97507143, -1.36734165, -0.42495491, 0.62995154, 1.54867526, 2.11468158, 2.19473992, 1.77038713, 0.94228771, -0.09353882, -1.09200944, -1.81685580, -2.09642075, -1.86419647, -1.17453078, -0.18979252, 0.85797313, 1.72184377, 2.19833239, 2.17544236, 1.65911625, 0.77183246, -0.27631900, -1.23725077, -1.88346590, -2.06178291, -1.72951074, -0.96453058, 0.05309637, 1.08365167, 1.88437099, 2.26677466, 2.14117860, 1.53787388, 0.59997322, -0.45038611, -1.36450167, -1.92583881, -2.00116693, -1.57202287, -0.73907116, 0.30166870, 1.30511369, 2.03499545, 2.31965683, 2.09259002, 1.40814285, 0.42868412, -0.61374095, -1.47220998, -1.94323595, -1.91482224, -1.39291142, -0.49998187, 0.55387637, 1.52057597, 2.17261996, 2.35682686, 2.03050561, 1.27153741, 0.25998346, -0.76443781, -1.55896205, -1.93510962, -1.80319643, -1.19351353, -0.24917366, 0.80768592, 1.72836276, 2.29632221, 2.37833367, 1.95593400, 
0.00610352, -0.46647959, 3.88652608, -11.53421803, 13.48520991, -2.39660386, -2.62367111, -2.23092051, -1.31104449, -0.08121107, 1.16822196, 2.14227725, 2.61101896, 2.46385381, 1.73564858, 0.59849599, -0.67892626, -1.79480573, -2.48547049, -2.58765725, -2.07706719, -1.07410429, 0.18455895, 1.40187348, 2.29056407, 2.64097152, 2.37056519, 1.54343328, 0.35514791, -0.91342073, -1.96243391, -2.54389359, -2.52020895, -1.89668952, -0.82029130, 0.45508804, 1.62856892, 2.42334488, 2.65205246, 2.26101847, 1.34293536, 0.11497114, -1.13251640, -2.10454990, -2.57119352, -2.42185400, -1.69139809, -0.55191853, 0.72790698, 1.84626599, 2.53948660, 2.64430551, 2.13642388, 1.13624571, -0.11955651, -1.33393372, -2.21961070, -2.56692824, -2.29335572, -1.46298132, -0.27137715, 1.00058656, 2.05307112, 2.63807847, 2.61801779, 1.99819862, 0.92557694, -0.34594955, -1.51550130, -2.30627183, -2.53089768, -2.13570567, -1.21338824, 0.01888659, 1.27076103, 2.24725772, 2.71844083, 2.57371709, 1.84795327, 0.71324208, -0.56173876, -1.67517682, -2.36340018, -2.46314553, -1.95011406, -0.94470976, 0.31639488, 1.53615082, 2.42728282, 2.78013167, 2.51216675, 1.68747625, 0.50163228, -0.76449495, -1.81106673, -2.39008500, -2.36395895, -1.73799812, -0.65915848, 0.61866226, 1.79458455, 2.59180192, 2.82295090, 2.43435832, 1.51871661, 0.29319380, -0.95185234, -1.92144443, -2.38564664, -2.23386571, -1.50096841, -0.35904744, 0.92321948, 2.04401990, 2.73968191, 2.84694223, 2.34150200, 1.34376524, 0.09040443, -1.12153137, -2.00476695, -2.34964309, -2.07362915, -1.24081335, -0.04676778, 1.22763734, 2.28256331, 2.87001206, 
0.00878906, 0.47876673, -4.81931741, 19.30753340, -36.55327976, 29.36750051, -2.16894151, -3.01570074, -3.14994205, -2.53988227, -1.32949970, 0.19546749, 1.67500040, 2.75982060, 3.19387484, 2.87480389, 1.87811550, 0.43935265, -1.10153171, -2.38045703, -3.09519556, -3.07674564, -2.32924274, -1.02898285, 0.51721120, 1.94444816, 2.91594023, 3.20253795, 2.73684561, 1.62913723, 0.14131450, -1.37494320, -2.56123058, -3.13705648, -2.96608397, -2.08832734, -0.71070241, 0.84183816, 2.20304490, 3.05186407, 3.18825687, 2.58044013, 1.37239215, -0.15014888, -1.62716409, -2.70937505, -3.14072848, -2.81886517, -1.81929287, -0.37755455, 1.16639682, 2.44848072, 3.16646936, 3.15136112, 2.40729145, 1.11055633, -0.43202138, -1.85555046, -2.82324308, -3.10594981, -2.63627493, -1.52449245, -0.03250408, 1.48801083, 2.67864696, 3.25891317, 3.09247252, 2.21933930, 0.84642934, -0.70130471, -2.05761338, -2.90144292, -3.03275455, -2.41976508, -1.20645282, 0.32144405, 1.80390665, 2.89165654, 3.32864046, 3.01249920, 2.01874050, 0.58290733, -0.95504734, -2.23104297, -2.94285181, -2.92147220, -2.17103962, -0.86785003, 0.68127370, 2.11144035, 3.08586210, 3.37538951, 2.91262686, 1.80784816, 0.32295513, -1.19037289, -2.37373058, -2.94662679, -2.77272459, -1.89203828, -0.51148366, 1.04398659, 2.40812303, 3.25987188, 3.39919437, 2.79430732, 1.58918903, 0.06957768, -1.40450784, -2.48378911, -2.91221285, -2.58741986, -1.58491787, -0.14024986, 1.40663120, 2.69164478, 3.41256311, 3.40038455, 2.65924457, 1.36543915, -0.17420888, -1.59480827, -2.55957121, -2.83934825, -2.36674368, -1.25203151, 0.24288655, 1.76633114, 
0.01196289, -0.46109324, 5.77704924, -28.94585924, 75.16877380, -102.47350690, 60.90462917, -1.32135449, -2.88048286, -3.75886885, -3.74896785, -2.85299822, -1.28241747, 0.59201506, 2.32779579, 3.51517738, 3.87393369, 3.31953721, 1.98312092, 0.18051022, -1.66236158, -3.11004059, -3.82038806, -3.62537895, -2.57078236, -0.90535276, 0.97791520, 2.63459534, 3.67378448, 3.85041718, 3.12313976, 1.66407627, -0.18181988, -1.97822923, -3.30050640, -3.83596325, -3.45771252, -2.25463321, -0.51038116, 1.36359845, 2.92523689, 3.80623977, 3.79906245, 2.90592333, 1.33827990, -0.53310851, -2.26573829, -3.44986214, -3.80525388, -3.24738602, -1.90739155, -0.10109585, 1.74556775, 3.19714539, 3.91149829, 3.72060142, 2.67022389, 1.00912016, -0.86971513, -2.52185578, -3.55639862, -3.72827821, -2.99614086, -1.53211063, 0.31885907, 2.12044878, 3.44801312, 3.98886394, 3.61611401, 2.41864231, 0.68010467, -1.18805371, -2.74376411, -3.61873214, -3.60541316, -2.70602557, -1.13202685, 0.74582365, 2.48502235, 3.67582191, 4.03799619, 3.48701768, 2.15401935, 0.35482662, -1.48462720, -2.92888825, -3.63581774, -3.43739067, -2.37937611, -0.71052854, 1.17615739, 2.83625550, 3.87886261, 4.05891328, 3.33505382, 1.87940830, 0.03693012, -1.75606126, -3.07492046, -3.60695934, -3.22529064, -2.01879337, -0.27112335, 1.60627423, 3.17133064, 4.05575148, 4.05199214, 3.16227099, 1.59804553, -0.26992491, -1.99913673, -3.17984260, -3.53181638, -2.97053055, -1.62711811, 0.18259556, 2.03267713, 3.48767273, 4.20544360, 4.01796471, 2.97100514, 1.31331937, -0.56209794, -2.21082062, -3.24194549, -3.41040711, -2.67485180, -1.20740360, 
0.01562500, 0.48512965, -6.69900684, 40.50031249, -133.06000399, 252.81168393, -265.85086477, 123.13154744, 0.23887252, -2.00082658, -3.76732028, -4.64330097, -4.42174792, -3.15481678, -1.14152262, 1.14287467, 3.15910662, 4.43124841, 4.65911207, 3.78913814, 2.02704412, -0.21075724, -2.39549696, -4.01092252, -4.67521480, -4.23115749, -2.78326489, -0.67310011, 1.60138764, 3.50345748, 4.58433218, 4.58918034, 3.51729663, 1.62226845, -0.64791068, -2.75663815, -4.20542492, -4.65161747, -3.98931801, -2.37439296, -0.18766402, 2.05502580, 3.82463229, 4.70384784, 4.48565173, 3.22219959, 1.21250651, -1.06816764, -3.08055438, -4.34872888, -4.57250318, -3.69831783, -1.93189031, 0.31036662, 2.49968397, 4.11980924, 4.78892330, 4.34980983, 2.90698315, 0.80200636, -1.46717134, -3.36380904, -4.43912955, -4.43830143, -3.36061939, -1.45967080, 0.81655082, 2.93144284, 4.38651623, 4.83911747, 4.18334877, 2.57507656, 0.39512252, -1.84067033, -3.60325778, -4.47533222, -4.24987292, -2.97903553, -0.96183512, 1.32646842, 3.34660662, 4.62265466, 4.85442457, 3.98835689, 2.23016912, -0.00372599, -2.18455946, -3.79607877, -4.45646480, -4.00850124, -2.55670239, -0.44263136, 1.83576264, 3.74173873, 4.82651968, 4.83527409, 3.76729663, 1.87617470, -0.39009818, -2.49491940, -3.93979992, -4.38208622, -3.71588051, -2.09704921, 0.09358598, 2.34018205, 4.11369479, 4.99681659, 4.78252673, 3.52298084, 1.51719401, -0.75957389, -2.76805438, -4.03232263, -4.25219068, -3.37409908, -1.60376531, 0.64239787, 2.83562147, 4.45965299, 5.13267330, 4.69746608, 3.25854565, 1.15747511, -1.10779634, -3.00052779, -4.07194205, -4.06720768, 
0.01977539, -0.45375376, 7.66952553, -53.89792562, 214.06117828, -518.93098619, 771.47510238, -654.83223557, 246.02544306, 2.47997923, -0.23273070, -2.88953523, -4.86283986, -5.68644746, -5.16565426, -3.42323056, -0.87042759, 1.89014248, 4.20681798, 5.53278244, 5.55519944, 4.26909125, 1.97851434, -0.77524580, -3.34150329, -5.11383617, -5.67329752, -4.88735286, -2.94117917, -0.29393399, 2.42967811, 4.58693413, 5.66887654, 5.42050733, 3.90100777, 1.46976225, -1.29851300, -3.74949344, -5.30376985, -5.59368016, -4.55013558, -2.41893645, 0.29727538, 2.95771913, 4.93480031, 5.76232179, 5.24557980, 3.50734463, 0.95886753, -1.79723935, -4.10931432, -5.43054092, -5.44808274, -4.15696203, -1.86123528, 0.89781203, 3.46949401, 5.24738872, 5.81254923, 5.03244105, 3.09224118, 0.45110715, -2.26625648, -4.41712670, -5.49254597, -5.23751631, -3.71121895, -1.27303831, 1.50230939, 3.96049960, 5.52212312, 5.81951786, 4.78359505, 2.66015501, -0.04816039, -2.70057039, -4.66948048, -5.48869356, -4.96350583, -3.21668759, -0.65949009, 2.10547451, 4.42654454, 5.75690353, 5.78371506, 4.50200140, 2.21581902, -0.53354658, -3.09540954, -4.86334789, -5.41841471, -4.62807551, -2.67750730, -0.02586758, 2.70213905, 4.86378960, 5.95012654, 5.70615187, 4.19104683, 1.76419584, -0.99968488, -3.44627078, -4.99615266, -5.28166844, -4.23372933, -2.09813566, 0.62247069, 3.28730898, 5.26878468, 6.10070070, 5.58835324, 3.85451260, 1.31043003, -1.44128232, -3.74896275, -5.06579483, -5.07894211, -3.78342688, -1.48330560, 1.28013625, 3.85621276, 5.63850200, 6.20805704, 5.43234340, 3.49653806, 0.85979855, -1.85317054, -3.99964623, 
