0.015625
0.0009765625
1.0622496062551052
0.00329105
0.00000048, 0.44193456, 0.80896553, 0.98495360, 0.92833801, 0.65248915, 0.22255105, -0.25994290, -0.68104777, -0.94131608, -0.97928305, -0.78598196, -0.40706171, 0.06799350, 0.52699653, 0.86155115, 0.99265060, 0.88933564, 0.57600580, 0.12665724, -0.35259196, -0.74856244, -0.96774166, -0.95836758, -0.72265271, -0.31626155, 0.16483497, 0.60702375, 0.90588010, 0.99082841, 0.84180910, 0.49401585, 0.02958437, -0.44180462, -0.80882725, -0.98480650, -0.92818161, -0.65232298, -0.22237462, 0.26013006, 0.68124613, 0.94152613, 0.97950526, 0.78621680, 0.40730966, -0.06773196, -0.52672092, -0.86126099, -0.99234542, -0.88901496, -0.57566915, -0.12630415, 0.35296199, 0.74894987, 0.96814697, 0.95879125, 0.72309522, 0.31672337, -0.16435336, -0.60652188, -0.90535749, -0.99028457, -0.84124357, -0.49342815, -0.02897401, 0.44243810, 0.80948433, 0.98548766, 0.92888733, 0.65305373, 0.22313088, -0.25934781, -0.68043742, -0.94069047, -0.97864218, -0.78532583, -0.40639032, 0.06868015, 0.52769843, 0.86226831, 0.99338302, 0.89008332, 0.57676874, 0.12743544, -0.35179851, -0.74775373, -0.96691768, -0.95752835, -0.72179822, -0.31539180, 0.16571998, 0.60792402, 0.90679563, 0.99175919, 0.84275514, 0.49497716, 0.03056093, -0.44081280, -0.80782017, -0.98378416, -0.92714401, -0.65127012, -0.22130650, 0.26121343, 0.68234477, 0.94264002, 0.98063441, 0.78736121, 0.40846933, -0.06655703, -0.52553073, -0.86005555, -0.99112472, -0.88777900, -0.57441793, -0.12503767, 0.35424373, 0.75024687, 0.96945922, 0.96011877, 0.72443799, 0.31808140, -0.16298007, -0.60513333, -0.90395368, -0.98886551, -0.83980924, -0.49197856, 
0.00000620, 0.33835706, 0.71603948, 0.93797604, 0.93886537, 0.71803810, 0.32764548, -0.14011679, -0.57478133, -0.87369675, -0.96626954, -0.83063529, -0.49882206, -0.04918681, 0.41208928, 0.77607619, 0.95681980, 0.91164050, 0.65121237, 0.23704239, -0.23305491, -0.64805703, -0.90995236, -0.95688631, -0.77776874, -0.41489299, 0.04605203, 0.49621787, 0.82930198, 0.96665179, 0.87583915, 0.57831843, 0.14435998, -0.32354482, -0.71488759, -0.93724040, -0.93808324, -0.71720709, -0.32676321, 0.14105270, 0.57577327, 0.87474710, 0.96738069, 0.83180962, 0.50006196, 0.05049465, -0.41071110, -0.77462530, -0.95529380, -0.91003701, -0.64952901, -0.23527678, 0.23490515, 0.64999430, 0.91197904, 0.95900478, 0.77998139, 0.41720219, -0.04364388, -0.49370840, -0.82668879, -0.96393251, -0.87301138, -0.57537981, -0.14130810, 0.32671233, 0.71817312, 0.94064633, 0.94161196, 0.72086097, 0.33054465, -0.13714132, -0.57172957, -0.87056870, -0.96306520, -0.82735465, -0.49546513, -0.04575358, 0.41559880, 0.77966201, 0.96048191, 0.91537890, 0.65502707, 0.24093338, -0.22908762, -0.64401345, -0.90583249, -0.95269015, -0.77349628, -0.41054423, 0.05047708, 0.50071922, 0.83387962, 0.97130572, 0.88056937, 0.58312495, 0.14924279, -0.31858571, -0.70985219, -0.93212870, -0.93289525, -0.71194280, -0.32142264, 0.14646957, 0.58126643, 0.88031656, 0.97302645, 0.83753166, 0.50586030, 0.05636928, -0.40476017, -0.76859808, -0.94919028, -0.90385720, -0.64327291, -0.22894438, 0.24131384, 0.65647929, 0.91854032, 0.96564235, 0.78669525, 0.42399235, -0.03677743, -0.48676565, -0.81966975, -0.95683717, -0.86583975, -0.56813188, 
0.00001955, 0.25905758, 0.62223595, 0.88006357, 0.93519801, 0.76979401, 0.42261314, -0.02435966, -0.46556513, -0.79680549, -0.93985157, -0.86091713, -0.57863782, -0.15967018, 0.29704979, 0.68367109, 0.90889757, 0.91954816, 0.71311601, 0.33836048, -0.11620774, -0.54322908, -0.84184888, -0.94153494, -0.81873426, -0.50243522, -0.06732179, 0.38386366, 0.74458375, 0.92966566, 0.89541538, 0.64993629, 0.25121558, -0.20656991, -0.61529425, -0.87841716, -0.93378272, -0.76829794, -0.42102480, 0.02604456, 0.46735088, 0.79869639, 0.94185190, 0.86303119, 0.58086989, 0.16202456, -0.29456880, -0.68105922, -0.90615051, -0.91666163, -0.71008571, -0.33518212, 0.11953845, 0.54671643, 0.84549716, 0.94534845, 0.82271728, 0.50659205, 0.07165672, -0.37934634, -0.73987975, -0.92477069, -0.89032514, -0.64464650, -0.24572194, 0.21227169, 0.62120846, 0.88454809, 0.94013466, 0.77487519, 0.42783165, -0.01900382, -0.46007196, -0.79117500, -0.93408374, -0.85501198, -0.57259534, -0.15349037, 0.30336693, 0.69012556, 0.91548937, 0.92627729, 0.71998246, 0.34536426, -0.10906663, -0.53595064, -0.83443311, -0.93398184, -0.81104383, -0.49460746, -0.05935670, 0.39196608, 0.75282349, 0.93804274, 0.90392978, 0.65858802, 0.26000465, -0.19764352, -0.60623053, -0.86921611, -0.92444434, -0.75882223, -0.41141176, 0.03579493, 0.47723858, 0.80872142, 0.95201425, 0.87333087, 0.59130691, 0.17259890, -0.28385713, -0.67021022, -0.89516418, -0.90553797, -0.69882472, -0.32378380, 0.13107409, 0.55838940, 0.85730746, 0.95729608, 0.83480224, 0.51881434, 0.08401634, -0.36684939, -0.72724547, -0.91199909, -0.87741620, -0.63160023, 
0.00004053, 0.19834774, 0.53307152, 0.81396645, 0.91825709, 0.80771370, 0.50658848, 0.08585141, -0.35513884, -0.71223375, -0.90109647, -0.87711870, -0.64595529, -0.26218878, 0.18356064, 0.58603581, 0.85019981, 0.91367969, 0.76149628, 0.42960163, -0.00361130, -0.43582178, -0.76494507, -0.91324050, -0.84567054, -0.57817514, -0.17390739, 0.27168052, 0.65337906, 0.88106741, 0.90099612, 0.70848048, 0.34900680, -0.09250945, -0.51177713, -0.80975851, -0.91605783, -0.80554571, -0.50429371, -0.08341727, 0.35771865, 0.71496543, 0.90398622, 0.88017272, 0.64917978, 0.26558994, -0.17997662, -0.58226271, -0.84623145, -0.90950986, -0.75711879, -0.42501029, 0.00842271, 0.44085945, 0.77021519, 0.91874929, 0.85142418, 0.58417983, 0.18016933, -0.26515512, -0.64658401, -0.87399651, -0.89364318, -0.70083928, -0.34107116, 0.10074574, 0.52032026, 0.81861469, 0.92523325, 0.81504657, 0.51412621, 0.09358761, -0.34720427, -0.70410082, -0.89276517, -0.86858904, -0.63722726, -0.25326239, 0.19268540, 0.59535893, 0.85972129, 0.92339953, 0.77141449, 0.43971821, 0.00670364, -0.42530847, -0.75423340, -0.90233047, -0.83456215, -0.56686837, -0.16240226, 0.28338401, 0.66528092, 0.89316763, 0.91329471, 0.72097743, 0.36170212, -0.07961577, -0.49868508, -0.79646811, -0.90256906, -0.79185858, -0.49040821, -0.06933341, 0.37200088, 0.72944602, 0.91866518, 0.89505004, 0.66425546, 0.28086399, -0.16450420, -0.56659194, -0.83036231, -0.89344236, -0.74085292, -0.40854605, 0.02508530, 0.45772041, 0.78727452, 0.93600698, 0.86888023, 0.60183425, 0.19802212, -0.24710397, -0.62833450, -0.85554864, -0.87499694, -0.68199468, 
0.00006914, 0.15187239, 0.45152553, 0.74290824, 0.88943570, 0.83200854, 0.57891374, 0.18919551, -0.24517104, -0.62160358, -0.85119675, -0.87972131, -0.70043092, -0.35565534, 0.07319606, 0.48485975, 0.78213214, 0.89482499, 0.79634081, 0.50995415, 0.10331505, -0.32752696, -0.68080569, -0.87307116, -0.85889690, -0.64160778, -0.27249479, 0.16129768, 0.55735167, 0.82216239, 0.89322008, 0.75377219, 0.43677956, 0.01713253, -0.40603502, -0.73275684, -0.88584211, -0.82910462, -0.57590842, -0.18601178, 0.24854514, 0.62517628, 0.85497616, 0.88371553, 0.70464807, 0.36010352, -0.06850875, -0.47992520, -0.77694225, -0.88937164, -0.79061591, -0.50394958, -0.09702271, 0.33411518, 0.68769790, 0.88027545, 0.86642139, 0.64946057, 0.28068399, -0.15276397, -0.54846533, -0.81291532, -0.88360418, -0.74377935, -0.42640168, -0.00636149, 0.41720732, 0.74433850, 0.89784124, 0.84152933, 0.58876681, 0.19931196, -0.23479506, -0.61096820, -0.84030197, -0.86856713, -0.68901734, -0.34398237, 0.08512843, 0.49705152, 0.79458332, 0.90753556, 0.80931078, 0.52318352, 0.11680382, -0.31377879, -0.66679812, -0.85880419, -0.84437053, -0.62682201, -0.25744962, 0.17660225, 0.57291564, 0.83798575, 0.90930285, 0.77011435, 0.45338112, 0.03399349, -0.38891466, -0.71537708, -0.86820295, -0.81120606, -0.55775046, -0.16759442, 0.26722190, 0.64411244, 0.87417171, 0.90317049, 0.72436242, 0.38007727, -0.04827560, -0.45943264, -0.75619029, -0.86836029, -0.76934515, -0.48241942, -0.07523315, 0.35616413, 0.71000625, 0.90284320, 0.88924854, 0.67254712, 0.30402994, -0.12915862, -0.52460059, -0.78879118, -0.85922064, -0.71913641, 
0.00010538, 0.11629711, 0.37892630, 0.66994064, 0.85055212, 0.84319549, 0.63915334, 0.28452075, -0.13723844, -0.52654252, -0.79144631, -0.86937966, -0.74192562, -0.43916981, -0.03259549, 0.38179772, 0.70616493, 0.86392272, 0.81783492, 0.57880620, 0.20330685, -0.21996310, -0.59102103, -0.82221344, -0.85891590, -0.69243307, -0.36205213, 0.05423512, 0.45815069, 0.75433940, 0.87288779, 0.78583463, 0.51377425, 0.12099299, -0.29971250, -0.64894986, -0.84420330, -0.83932027, -0.63541078, -0.28058524, 0.14140716, 0.53095648, 0.79611562, 0.87431433, 0.74713566, 0.44466523, 0.03838632, -0.37570148, -0.69975326, -0.85718561, -0.81076235, -0.57138816, -0.19553333, 0.22810211, 0.59953556, 0.83111349, 0.86821148, 0.70213420, 0.37216883, -0.04369285, -0.44717283, -0.74291594, -0.86100870, -0.77348991, -0.50095389, -0.10768697, 0.31351419, 0.66325724, 0.85902638, 0.85466906, 0.65129530, 0.29701550, -0.12442115, -0.51340470, -0.77798805, -0.85560097, -0.72782650, -0.42475025, -0.01785550, 0.39685815, 0.72154579, 0.87962401, 0.83385665, 0.59514836, 0.21996944, -0.20298006, -0.57371757, -0.80458954, -0.84097157, -0.67416830, -0.34346693, 0.07314076, 0.47737676, 0.77388591, 0.89275473, 0.80602201, 0.53428207, 0.14182124, -0.27856382, -0.62748075, -0.82241375, -0.81721028, -0.61298036, -0.25783439, 0.16447845, 0.55434820, 0.81982777, 0.89834692, 0.77148869, 0.46933870, 0.06338022, -0.35038715, -0.67411849, -0.83123041, -0.78448671, -0.54479209, -0.16861682, 0.25533905, 0.62709293, 0.85899130, 0.89640973, 0.73065288, 0.40100794, -0.01453330, -0.41769285, -0.71311552, -0.83088785, -0.74304863, 
0.00014925, 0.08906897, 0.31556145, 0.59763857, 0.80368679, 0.84211578, 0.68711530, 0.37085800, -0.03280701, -0.42865954, -0.72321645, -0.84690349, -0.77049631, -0.51202286, -0.13250597, 0.27844760, 0.62380852, 0.82203904, 0.82634876, 0.63574455, 0.29526505, -0.11465550, -0.49718246, -0.76194895, -0.84639673, -0.73054974, -0.44173162, -0.04811304, 0.35738733, 0.67904626, 0.84094172, 0.80488239, 0.57942690, 0.21786258, -0.19437871, -0.55989595, -0.79232095, -0.83671484, -0.68254229, -0.36615952, 0.03777150, 0.43391506, 0.72877590, 0.85277884, 0.77669949, 0.51856578, 0.13940056, -0.27118943, -0.61617483, -0.81401792, -0.81792829, -0.62691281, -0.28601012, 0.12434555, 0.50731954, 0.77254499, 0.85746364, 0.74209945, 0.45377605, 0.06066411, -0.34431770, -0.66544615, -0.82679920, -0.79018555, -0.56416382, -0.20202133, 0.21081004, 0.57692929, 0.80996821, 0.85498795, 0.70145318, 0.38572010, -0.01754932, -0.41301934, -0.70719473, -0.83050029, -0.75371165, -0.49485672, -0.11495836, 0.29637668, 0.64211907, 0.84073105, 0.84542224, 0.65519950, 0.31510148, -0.09443761, -0.47658309, -0.74096812, -0.82503443, -0.70880596, -0.41960638, -0.02560633, 0.38027551, 0.70231592, 0.86459284, 0.82891498, 0.60384096, 0.24265811, -0.16920171, -0.53433748, -0.76638101, -0.81039343, -0.65583941, -0.33907517, 0.06523732, 0.46176235, 0.75700466, 0.88138907, 0.80569119, 0.54793895, 0.16915520, -0.24105332, -0.58565726, -0.78311887, -0.78664777, -0.59525082, -0.25396666, 0.15677048, 0.54012594, 0.80573286, 0.89103298, 0.77605025, 0.48810833, 0.09537786, -0.30922249, -0.62996947, -0.79094105, -0.75394593, 
0.00020075, 0.06823342, 0.26109273, 0.52799650, 0.75100031, 0.82990879, 0.72286913, 0.44743642, 0.06678587, -0.32952237, -0.64793196, -0.81323786, -0.78638515, -0.57369654, -0.22537963, 0.17632998, 0.53658925, 0.77034557, 0.82242257, 0.68055046, 0.37826360, -0.01301887, -0.40085919, -0.69363087, -0.82215695, -0.75604667, -0.51087245, -0.14449240, 0.25661339, 0.59776568, 0.79844534, 0.81130855, 0.63336736, 0.30669534, -0.09150839, -0.46715036, -0.73146357, -0.82197052, -0.71723771, -0.44193736, -0.06102083, 0.33562009, 0.65438181, 0.82005413, 0.79358170, 0.58128720, 0.23337822, -0.16790964, -0.52773332, -0.76104021, -0.81265396, -0.67030477, -0.36752701, 0.02426018, 0.41261906, 0.70592313, 0.83499543, 0.76944520, 0.52484486, 0.15905250, -0.24145176, -0.58198869, -0.78203916, -0.79425936, -0.61566132, -0.28831863, 0.11056960, 0.48690989, 0.75193526, 0.84316819, 0.73917520, 0.46462849, 0.08447943, -0.31138019, -0.62934679, -0.79421016, -0.76691494, -0.55378382, -0.20502441, 0.19712771, 0.55782949, 0.79202831, 0.84454781, 0.70311820, 0.40127385, 0.01043389, -0.37696392, -0.66929310, -0.79737668, -0.73082389, -0.48520717, -0.11838461, 0.28316368, 0.62475848, 0.82588065, 0.83918636, 0.66168767, 0.33545816, -0.06230307, -0.43750253, -0.70137324, -0.79143768, -0.68626237, -0.41051951, -0.02916048, 0.36792294, 0.68712717, 0.85324200, 0.82721207, 0.61536007, 0.26789360, -0.13295175, -0.49233293, -0.72519732, -0.77636856, -0.63357687, -0.33035660, 0.06187310, 0.45067448, 0.74442106, 0.87393586, 0.80882813, 0.56467030, 0.19932044, -0.20074131, -0.54083573, -0.74044371, -0.75222139, 
0.00025988, 0.05229396, 0.21483360, 0.46243690, 0.69457789, 0.80795067, 0.74675106, 0.51369884, 0.16034875, -0.23063586, -0.56704750, -0.76944251, -0.79000652, -0.62386203, -0.31022209, 0.07686998, 0.44602642, 0.71009699, 0.80675011, 0.71319293, 0.45155406, 0.08365770, -0.30357658, -0.61866057, -0.78714303, -0.76919189, -0.56900093, -0.23379936, 0.15730169, 0.51199190, 0.74656147, 0.80566986, 0.67541485, 0.38661567, 0.00753477, -0.37224279, -0.66296562, -0.79591139, -0.73961613, -0.50730473, -0.15376771, 0.23757791, 0.57438818, 0.77719995, 0.79819668, 0.63250065, 0.31932491, -0.06728722, -0.43594799, -0.69950716, -0.79563313, -0.70153307, -0.43933558, -0.07086487, 0.31695950, 0.63264931, 0.80175332, 0.78443947, 0.58490154, 0.25036874, -0.14004782, -0.49403779, -0.72789139, -0.78626807, -0.65526562, -0.36570326, 0.01415655, 0.39472877, 0.68626198, 0.82003387, 0.76458047, 0.53312665, 0.18046296, -0.20999359, -0.54589906, -0.74779030, -0.76785076, -0.60120273, -0.28705924, 0.10053636, 0.47019635, 0.73477046, 0.83192711, 0.73887347, 0.47773814, 0.11034532, -0.27638542, -0.59096587, -0.75894478, -0.74049010, -0.53979561, -0.20409050, 0.18751410, 0.54270784, 0.77778096, 0.83739288, 0.70764142, 0.41934577, 0.04076842, -0.33850561, -0.62872490, -0.76116713, -0.70436833, -0.47155338, -0.11751283, 0.27433633, 0.61165014, 0.81496545, 0.83646572, 0.67127324, 0.35860103, -0.02750756, -0.39566479, -0.65872041, -0.75434285, -0.65973925, -0.39703822, -0.02806397, 0.36026394, 0.67645729, 0.84606484, 0.82925453, 0.63022014, 0.29619088, -0.09372213, -0.44720857, -0.68055863, -0.73843177, 
0.00032663, 0.04010488, 0.17593109, 0.40187529, 0.63631644, 0.77777338, 0.75935214, 0.56931374, 0.24685278, -0.13342151, -0.48202463, -0.71667051, -0.78193224, -0.66237477, -0.38620655, -0.01861865, 0.35361052, 0.64260854, 0.78016074, 0.73381961, 0.51456748, 0.17422301, -0.20679620, -0.53846484, -0.74240999, -0.77041954, -0.61582778, -0.31508958, 0.06082868, 0.42320840, 0.68653026, 0.78867031, 0.70557093, 0.45692230, 0.10151235, -0.27665641, -0.58820474, -0.75948421, -0.74996985, -0.56183044, -0.23941629, 0.14121438, 0.49025715, 0.72536944, 0.79111625, 0.67206160, 0.39641385, 0.02936405, -0.34230936, -0.63073398, -0.76769514, -0.72074533, -0.50086688, -0.15987844, 0.22180238, 0.55415027, 0.75879233, 0.78751642, 0.63365684, 0.33366847, -0.04148232, -0.40307693, -0.66559604, -0.76691568, -0.68297827, -0.43347395, -0.07719068, 0.30186906, 0.61432600, 0.78653172, 0.77796127, 0.59078340, 0.26934843, -0.11028541, -0.45831371, -0.69239388, -0.75709094, -0.63696889, -0.36023609, 0.00791639, 0.38071013, 0.67027272, 0.80838950, 0.76261294, 0.54392539, 0.20414550, -0.17630914, -0.50741320, -0.71079378, -0.73823876, -0.58308242, -0.28177965, 0.09470319, 0.45764749, 0.72153393, 0.82423854, 0.74170375, 0.49361969, 0.13877432, -0.23882987, -0.54981363, -0.72052852, -0.71044959, -0.52174560, -0.19876687, 0.18242837, 0.53203572, 0.76771258, 0.83402396, 0.71553389, 0.44045071, 0.07396549, -0.29714334, -0.58500339, -0.72139998, -0.67388559, -0.45344256, -0.11188955, 0.27035585, 0.60326832, 0.80847495, 0.83776361, 0.68446861, 0.38504481, 0.01045859, -0.35057144, -0.61252597, -0.71328104, 
