0.0625
0.000244140625
2.144217219950093
0.010467823
0.00000170, 0.86201740, -0.54198344, -0.55341075, 1.06127559, -0.34443249, -0.72067391, 0.82814824, 0.14799818, -0.99412862, 0.66079428, 0.44859437, -0.96718218, 0.26285081, 0.79398758, -0.89004946, -0.09200573, 0.94880723, -0.61909374, -0.48003058, 0.99723624, -0.28273371, -0.77327722, 0.87971153, 0.10536987, -0.95132066, 0.62683780, 0.48387684, -0.99362683, 0.29170136, 0.77402442, -0.86666066, 
0.00001302, 0.73731627, -0.23310764, -0.81260562, 1.04447010, -0.12132727, -0.85986075, 0.72618048, 0.33162304, -0.98034842, 0.40704707, 0.70054810, -0.97583331, 0.09530458, 0.86232597, -0.69929633, -0.36669294, 1.03631194, -0.45923521, -0.63209018, 0.92058305, -0.02537084, -0.91143415, 0.76389792, 0.32929490, -0.98072788, 0.43645071, 0.67722868, -0.92774659, 0.06021210, 0.91960438, -0.73815842, 
0.00003627, 0.63064694, -0.00223683, -0.92361248, 0.86767799, 0.20092201, -1.02768939, 0.63940945, 0.46498528, -0.90335947, 0.14277375, 0.88353071, -0.88347299, -0.13910038, 0.95668654, -0.55113064, -0.53530606, 0.97932637, -0.18594475, -0.83534264, 0.87575088, 0.15793251, -0.93100994, 0.54647379, 0.58724786, -0.99841794, 0.25533231, 0.81138853, -0.79736675, -0.17820216, 1.01142860, -0.55630302, 
0.00007144, 0.53940272, 0.16673162, -0.93278570, 0.61464319, 0.51430822, -1.11520159, 0.47101337, 0.63694180, -0.85150428, -0.05050814, 0.94156170, -0.67247852, -0.42539791, 1.04524260, -0.40311575, -0.66054920, 0.87208504, 0.07929720, -0.95949515, 0.73778029, 0.38985424, -0.96427074, 0.37081116, 0.73974910, -0.88576059, -0.01276847, 0.97293410, -0.68807326, -0.34705367, 0.99850727, -0.30104026, 
0.00011852, 0.46135396, 0.28687418, -0.87488170, 0.34048154, 0.76272437, -1.08850618, 0.21687747, 0.83214923, -0.80109074, -0.20813108, 0.93409386, -0.42936886, -0.66514582, 1.03810207, -0.18084003, -0.81014212, 0.78332107, 0.27484287, -0.96812870, 0.50440261, 0.64786069, -0.97915160, 0.19795112, 0.84460546, -0.72902972, -0.26058574, 1.05238328, -0.49888395, -0.54535513, 0.98948572, -0.08895645, 
0.00017753, 0.39459357, 0.36877971, -0.77563070, 0.07967584, 0.92355917, -0.95489032, -0.08719004, 1.00383214, -0.70850983, -0.37246146, 0.91137756, -0.21024799, -0.81386125, 0.91954153, 0.10269879, -0.95694510, 0.68207975, 0.44122723, -0.92369442, 0.26005316, 0.84229540, -0.89867450, -0.03428368, 0.96040980, -0.58927636, -0.43525293, 1.02251667, -0.23333895, -0.75090780, 0.95737901, 0.11279259, 
0.00024846, 0.33749032, 0.42099551, -0.65378017, -0.14790471, 0.99478206, -0.74113042, -0.39542042, 1.10918963, -0.54714265, -0.55851049, 0.88668937, -0.02431145, -0.88127935, 0.72805898, 0.38899962, -1.04231155, 0.52070110, 0.62097325, -0.87348067, 0.05310883, 0.94108546, -0.72033147, -0.30370545, 1.05623397, -0.43446976, -0.57849088, 0.94637562, 0.02730593, -0.88226272, 0.83558114, 0.35805168, 
0.00033131, 0.28864898, 0.45039643, -0.52271286, -0.33251162, 0.98605754, -0.48021020, -0.66749169, 1.12311229, -0.31563170, -0.75376286, 0.84597856, 0.14535638, -0.89868267, 0.51273754, 0.62548370, -1.03050335, 0.28721837, 0.81258023, -0.81401570, -0.12503684, 0.97183177, -0.49650395, -0.54559154, 1.07433748, -0.22083711, -0.72922836, 0.86732099, 0.24148154, -0.91712203, 0.63070851, 0.61996557, 
0.00042608, 0.24687610, 0.46248983, -0.39172313, -0.47119728, 0.91278665, -0.20371541, -0.87500624, 1.04019011, -0.03318529, -0.92999294, 0.76598320, 0.31861858, -0.89243016, 0.30638955, 0.78850541, -0.92339700, 0.00854663, 0.98026129, -0.71396346, -0.30412510, 0.97386652, -0.27684384, -0.71566323, 0.99319260, 0.04900184, -0.87437006, 0.77232920, 0.42768521, -0.89290072, 0.40136544, 0.83380128, 
0.00053278, 0.21115092, 0.46166739, -0.26701950, -0.56539191, 0.79224831, 0.06203792, -1.00279030, 0.87115503, 0.26935752, -1.05615518, 0.62876479, 0.50429977, -0.87258954, 0.11929300, 0.88173155, -0.74904535, -0.27070437, 1.08282692, -0.54777796, -0.49945337, 0.96363022, -0.07817991, -0.81142607, 0.83633614, 0.33168157, -0.96908465, 0.62609086, 0.61766884, -0.84891768, 0.19253900, 0.96556356, 
0.00065139, 0.18060031, 0.45141265, -0.15250815, -0.61916117, 0.64122468, 0.29750578, -1.04745445, 0.63736330, 0.55826087, -1.10787681, 0.42932631, 0.69623285, -0.83373427, -0.05429217, 0.92318828, -0.54278995, -0.51066040, 1.09597169, -0.31430290, -0.69943920, 0.93007364, 0.11068459, -0.85664116, 0.64601053, 0.57836218, -0.97750364, 0.41337338, 0.81564688, -0.79020324, 0.00749985, 1.02824000, 
0.00078192, 0.15447746, 0.43447180, -0.05040207, -0.63797689, 0.47465534, 0.48999068, -1.01474737, 0.36528471, 0.80352619, -1.07250099, 0.17696611, 0.87627396, -0.76204186, -0.22543829, 0.93175132, -0.33269995, -0.68877195, 1.01958600, -0.03667226, -0.87350299, 0.84958609, 0.30796497, -0.87545640, 0.45467994, 0.76222940, -0.89517069, 0.15328588, 0.99382484, -0.69349170, -0.17525151, 1.05377979, 
0.00092438, 0.13214358, 0.41299417, 0.03830843, -0.62787092, 0.30498777, 0.63292453, -0.91661981, 0.08194119, 0.98294724, -0.95024413, -0.10757925, 1.02060957, -0.64365090, -0.40146320, 0.91859486, -0.13336632, -0.80133872, 0.87281759, 0.24912625, -0.98822418, 0.70437006, 0.52049404, -0.87588207, 0.27266478, 0.88396851, -0.74545140, -0.11381716, 1.11361287, -0.53434237, -0.37106361, 1.06050658, 
