Shooting method
0.001
0.00176467
0.00000000, 1.90000000
0.00100000, 1.89969998
0.00200000, 1.89939906
0.00300000, 1.89909723
0.00400000, 1.89879450
0.00500000, 1.89849086
0.00600000, 1.89818631
0.00700000, 1.89788085
0.00800000, 1.89757447
0.00900000, 1.89726717
0.01000000, 1.89695894
0.01100000, 1.89664980
0.01200000, 1.89633972
0.01300000, 1.89602872
0.01400000, 1.89571678
0.01500000, 1.89540391
0.01600000, 1.89509010
0.01700000, 1.89477535
0.01800000, 1.89445965
0.01900000, 1.89414300
0.02000000, 1.89382541
0.02100000, 1.89350686
0.02200000, 1.89318736
0.02300000, 1.89286690
0.02400000, 1.89254547
0.02500000, 1.89222308
0.02600000, 1.89189973
0.02700000, 1.89157540
0.02800000, 1.89125011
0.02900000, 1.89092383
0.03000000, 1.89059658
0.03100000, 1.89026834
0.03200000, 1.88993913
0.03300000, 1.88960892
0.03400000, 1.88927772
0.03500000, 1.88894553
0.03600000, 1.88861234
0.03700000, 1.88827815
0.03800000, 1.88794296
0.03900000, 1.88760677
0.04000000, 1.88726956
0.04100000, 1.88693134
0.04200000, 1.88659211
0.04300000, 1.88625186
0.04400000, 1.88591059
0.04500000, 1.88556830
0.04600000, 1.88522498
0.04700000, 1.88488063
0.04800000, 1.88453524
0.04900000, 1.88418882
0.05000000, 1.88384137
0.05100000, 1.88349286
0.05200000, 1.88314332
0.05300000, 1.88279272
0.05400000, 1.88244107
0.05500000, 1.88208837
0.05600000, 1.88173461
0.05700000, 1.88137978
0.05800000, 1.88102390
0.05900000, 1.88066694
0.06000000, 1.88030892
0.06100000, 1.87994982
0.06200000, 1.87958964
0.06300000, 1.87922838
0.06400000, 1.87886604
0.06500000, 1.87850261
0.06600000, 1.87813809
0.06700000, 1.87777248
0.06800000, 1.87740577
0.06900000, 1.87703796
0.07000000, 1.87666904
0.07100000, 1.87629902
0.07200000, 1.87592789
0.07300000, 1.87555565
0.07400000, 1.87518229
0.07500000, 1.87480781
0.07600000, 1.87443220
0.07700000, 1.87405547
0.07800000, 1.87367761
0.07900000, 1.87329861
0.08000000, 1.87291848
0.08100000, 1.87253721
0.08200000, 1.87215479
0.08300000, 1.87177123
0.08400000, 1.87138651
0.08500000, 1.87100064
0.08600000, 1.87061361
0.08700000, 1.87022543
0.08800000, 1.86983607
0.08900000, 1.86944555
0.09000000, 1.86905386
0.09100000, 1.86866099
0.09200000, 1.86826695
0.09300000, 1.86787172
0.09400000, 1.86747530
0.09500000, 1.86707770
0.09600000, 1.86667890
0.09700000, 1.86627891
0.09800000, 1.86587772
0.09900000, 1.86547532
0.10000000, 1.86507172
0.10100000, 1.86466690
0.10200000, 1.86426087
0.10300000, 1.86385362
0.10400000, 1.86344515
0.10500000, 1.86303546
0.10600000, 1.86262453
0.10700000, 1.86221238
0.10800000, 1.86179898
0.10900000, 1.86138435
0.11000000, 1.86096847
0.11100000, 1.86055135
0.11200000, 1.86013297
0.11300000, 1.85971334
0.11400000, 1.85929244
0.11500000, 1.85887029
0.11600000, 1.85844687
0.11700000, 1.85802218
0.11800000, 1.85759621
0.11900000, 1.85716897
0.12000000, 1.85674044
0.12100000, 1.85631063
0.12200000, 1.85587953
0.12300000, 1.85544714
0.12400000, 1.85501345
0.12500000, 1.85457846
0.12600000, 1.85414216
0.12700000, 1.85370455
0.12800000, 1.85326563
0.12900000, 1.85282540
0.13000000, 1.85238384
0.13100000, 1.85194096
0.13200000, 1.85149675
0.13300000, 1.85105121
0.13400000, 1.85060433
0.13500000, 1.85015611
0.13600000, 1.84970654
0.13700000, 1.84925563
0.13800000, 1.84880336
0.13900000, 1.84834974
0.14000000, 1.84789475
0.14100000, 1.84743840
0.14200000, 1.84698068
0.14300000, 1.84652159
0.14400000, 1.84606112
0.14500000, 1.84559927
0.14600000, 1.84513603
0.14700000, 1.84467141
0.14800000, 1.84420539
0.14900000, 1.84373797
0.15000000, 1.84326915
0.15100000, 1.84279892
0.15200000, 1.84232728
0.15300000, 1.84185423
0.15400000, 1.84137975
0.15500000, 1.84090386
0.15600000, 1.84042653
0.15700000, 1.83994778
0.15800000, 1.83946758
0.15900000, 1.83898595
0.16000000, 1.83850287
0.16100000, 1.83801835
0.16200000, 1.83753236
0.16300000, 1.83704493
0.16400000, 1.83655602
0.16500000, 1.83606566
0.16600000, 1.83557382
0.16700000, 1.83508050
0.16800000, 1.83458570
0.16900000, 1.83408942
0.17000000, 1.83359166
0.17100000, 1.83309239
0.17200000, 1.83259163
0.17300000, 1.83208937
0.17400000, 1.83158560
0.17500000, 1.83108032
0.17600000, 1.83057352
0.17700000, 1.83006521
0.17800000, 1.82955536
0.17900000, 1.82904399
0.18000000, 1.82853109
0.18100000, 1.82801664
0.18200000, 1.82750065
0.18300000, 1.82698311
0.18400000, 1.82646403
0.18500000, 1.82594338
0.18600000, 1.82542117
0.18700000, 1.82489739
0.18800000, 1.82437205
0.18900000, 1.82384512
0.19000000, 1.82331662
0.19100000, 1.82278653
0.19200000, 1.82225485
0.19300000, 1.82172157
0.19400000, 1.82118670
0.19500000, 1.82065022
0.19600000, 1.82011213
0.19700000, 1.81957243
0.19800000, 1.81903110
0.19900000, 1.81848816
0.20000000, 1.81794358
0.20100000, 1.81739737
0.20200000, 1.81684952
0.20300000, 1.81630003
0.20400000, 1.81574889
0.20500000, 1.81519609
0.20600000, 1.81464164
0.20700000, 1.81408552
0.20800000, 1.81352774
0.20900000, 1.81296828
0.21000000, 1.81240714
0.21100000, 1.81184432
0.21200000, 1.81127981
0.21300000, 1.81071361
