0.005000000000000001
0.0005000000000000001
0.002679917
90
2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 
1.00000000, 1.13714656, 1.26561467, 1.38669460, 1.50155131, 1.61125186, 1.71678945, 1.81910486, 1.91910552, 2.01768290, 2.11572857, 2.21414939, 2.31388231, 2.41590917, 2.52127208, 2.63108975, 2.74657545, 2.86905708, 3.00000000, 
1.00000000, 1.11772614, 1.23491371, 1.35129924, 1.46670282, 1.58101766, 1.69420103, 1.80626598, 1.91727349, 2.02732476, 2.13655323, 2.24511617, 2.35318567, 2.46093871, 2.56854619, 2.67616079, 2.78390323, 2.89184682, 3.00000000, 
1.00000000, 1.11725414, 1.23412847, 1.35045371, 1.46608444, 1.58090319, 1.69482308, 1.80778932, 1.91977944, 2.03080251, 2.14089732, 2.25012967, 2.35858894, 2.46638402, 2.57363889, 2.68048787, 2.78707087, 2.89352892, 3.00000000, 
1.00000000, 1.11734628, 1.23431592, 1.35074285, 1.46648265, 1.58141623, 1.69545272, 1.80853126, 1.92062192, 2.03172557, 2.14187288, 2.25112237, 2.35955778, 2.46728471, 2.57442671, 2.68112106, 2.78751415, 2.89375688, 3.00000000, 
1.00000000, 1.11737455, 1.23437209, 1.35082615, 1.46659175, 1.58154917, 1.69560678, 1.80870290, 1.92080676, 2.03191843, 2.14206788, 2.25131311, 2.35973761, 2.46744700, 2.57456522, 2.68123025, 2.78758956, 2.89379537, 3.00000000, 
1.00000000, 1.11737971, 1.23438235, 1.35084131, 1.46661149, 1.58157303, 1.69563416, 1.80873309, 1.92083891, 2.03195161, 2.14210106, 2.25134526, 2.35976766, 2.46747392, 2.57458806, 2.68124819, 2.78760193, 2.89380169, 3.00000000, 
1.00000000, 1.11738045, 1.23438384, 1.35084353, 1.46661438, 1.58157653, 1.69563817, 1.80873751, 1.92084361, 2.03195645, 2.14210591, 2.25134995, 2.35977204, 2.46747785, 2.57459140, 2.68125082, 2.78760375, 2.89380262, 3.00000000, 
1.00000000, 1.11738055, 1.23438403, 1.35084380, 1.46661474, 1.58157696, 1.69563868, 1.80873806, 1.92084421, 2.03195707, 2.14210653, 2.25135055, 2.35977261, 2.46747836, 2.57459184, 2.68125116, 2.78760398, 2.89380275, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084383, 1.46661478, 1.58157701, 1.69563874, 1.80873813, 1.92084428, 2.03195714, 2.14210660, 2.25135062, 2.35977267, 2.46747841, 2.57459189, 2.68125120, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
1.00000000, 1.11738056, 1.23438405, 1.35084384, 1.46661478, 1.58157702, 1.69563874, 1.80873813, 1.92084428, 2.03195715, 2.14210661, 2.25135063, 2.35977268, 2.46747842, 2.57459189, 2.68125121, 2.78760401, 2.89380276, 3.00000000, 
