0.0005000000000000001
0.005000000000000001
0.003835168
106
2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 
1.00000000, 2.01646670, 2.08863058, 2.10184041, 2.10430553, 2.10472617, 2.10479107, 2.10480013, 2.10480128, 2.10480141, 2.10480142, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480143, 2.10480145, 2.10480167, 2.10480330, 2.10481398, 2.10487434, 2.10518785, 2.10711633, 2.13038551, 3.00000000, 
1.00000000, 2.04251839, 2.17811597, 2.20412594, 2.20899851, 2.20983174, 2.20996066, 2.20997871, 2.20998100, 2.20998127, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998130, 2.20998131, 2.20998136, 2.20998179, 2.20998503, 2.21000608, 2.21012421, 2.21073089, 2.21435471, 2.25252703, 3.00000000, 
1.00000000, 2.07784429, 2.26907974, 2.30710974, 2.31426120, 2.31548652, 2.31567659, 2.31570328, 2.31570669, 2.31570708, 2.31570712, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570713, 2.31570714, 2.31570721, 2.31570785, 2.31571261, 2.31574337, 2.31591452, 2.31677916, 2.32173064, 2.36789078, 3.00000000, 
1.00000000, 2.12229624, 2.36206011, 2.41101916, 2.42025393, 2.42183881, 2.42208524, 2.42211995, 2.42212439, 2.42212491, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212497, 2.42212498, 2.42212508, 2.42212591, 2.42213207, 2.42217155, 2.42238905, 2.42346487, 2.42930580, 2.47779323, 3.00000000, 
1.00000000, 2.17587890, 2.45751730, 2.51604999, 2.52711088, 2.52901159, 2.52930779, 2.52934964, 2.52935501, 2.52935564, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935571, 2.52935572, 2.52935573, 2.52935585, 2.52935684, 2.52936422, 2.52941116, 2.52966679, 2.53089934, 2.53717154, 2.58342477, 3.00000000, 
1.00000000, 2.23874418, 2.55583877, 2.62236191, 2.63493685, 2.63709958, 2.63743731, 2.63748515, 2.63749132, 2.63749204, 2.63749212, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749213, 2.63749214, 2.63749228, 2.63749342, 2.63750179, 2.63755469, 2.63783914, 2.63917032, 2.64543525, 2.68587105, 3.00000000, 
1.00000000, 2.31118969, 2.65734250, 2.73007502, 2.74380486, 2.74616715, 2.74653674, 2.74658925, 2.74659604, 2.74659684, 2.74659693, 2.74659693, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659694, 2.74659695, 2.74659710, 2.74659835, 2.74660748, 2.74666465, 2.74696792, 2.74833985, 2.75420912, 2.78613263, 3.00000000, 
1.00000000, 2.39366111, 2.76227855, 2.83926752, 2.85375487, 2.85624732, 2.85663796, 2.85669362, 2.85670083, 2.85670169, 2.85670178, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670179, 2.85670181, 2.85670197, 2.85670329, 2.85671289, 2.85677255, 2.85708442, 2.85844286, 2.86360095, 2.88514346, 3.00000000, 
1.00000000, 2.48675864, 2.87082884, 2.94997439, 2.96479343, 2.96734164, 2.96774168, 2.96779882, 2.96780625, 2.96780714, 2.96780723, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780724, 2.96780725, 2.96780726, 2.96780743, 2.96780878, 2.96781857, 2.96787886, 2.96818933, 2.96948642, 2.97370675, 2.98378856, 3.00000000, 
