0.005000000000000001
0.005000000000000001
0.000286051
95
2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 2.00000000, 
1.00000000, 1.51552474, 1.72837819, 1.83591961, 1.90056155, 1.94470754, 1.97760088, 2.00363991, 2.02530610, 2.04426256, 2.06190400, 2.07964507, 2.09926145, 2.12339142, 2.15668354, 2.20868168, 2.30217358, 2.50000000, 3.00000000, 
1.00000000, 1.33342600, 1.56149308, 1.71394446, 1.82064142, 1.89960611, 1.96094954, 2.01060228, 2.05235137, 2.08902043, 2.12303697, 2.15691803, 2.19366040, 2.23740744, 2.29454526, 2.37582164, 2.50000000, 2.69782642, 3.00000000, 
1.00000000, 1.25610925, 1.46913282, 1.63617155, 1.76660431, 1.87005823, 1.95390567, 2.02343553, 2.08266564, 2.13486366, 2.18307436, 2.23040405, 2.28044030, 2.33766167, 2.40808998, 2.50000000, 2.62417836, 2.79131832, 3.00000000, 
1.00000000, 1.22107786, 1.42119802, 1.59285715, 1.73691329, 1.85727323, 1.95823799, 2.04380497, 2.11749495, 2.18261090, 2.24233649, 2.30001291, 2.35927365, 2.42430661, 2.50000000, 2.59191002, 2.70545474, 2.84331646, 3.00000000, 
1.00000000, 1.20601298, 1.39985433, 1.57449634, 1.72778103, 1.86040659, 1.97450731, 2.07273159, 2.15801015, 2.23333460, 2.30184866, 2.36679642, 2.43163212, 2.50000000, 2.57569339, 2.66233833, 2.76259256, 2.87660858, 3.00000000, 
1.00000000, 1.20203462, 1.39560321, 1.57460833, 1.73580395, 1.87832823, 2.00285840, 2.11112885, 2.20543064, 2.28848296, 2.36319561, 2.43265509, 2.50000000, 2.56836788, 2.64072635, 2.71955970, 2.80633960, 2.90073855, 3.00000000, 
1.00000000, 1.20538142, 1.40377285, 1.58951976, 1.75897791, 1.91041497, 2.04375679, 2.16006882, 2.26128797, 2.34983064, 2.42844896, 2.50000000, 2.56734491, 2.63320358, 2.69998709, 2.76959595, 2.84308197, 2.92035493, 3.00000000, 
1.00000000, 1.21462367, 1.42247617, 1.61786197, 1.79676317, 1.95705421, 2.09822472, 2.22111336, 2.32743781, 2.41953060, 2.50000000, 2.57155104, 2.63680439, 2.69815134, 2.75766351, 2.81692564, 2.87696303, 2.93809600, 3.00000000, 
1.00000000, 1.22961560, 1.45174396, 1.66005939, 1.85015857, 2.01967352, 2.16810239, 2.29631263, 2.40615345, 2.50000000, 2.58046940, 2.65016936, 2.71151704, 2.76666540, 2.81738910, 2.86513634, 2.91097957, 2.95573744, 3.00000000, 
1.00000000, 1.25122157, 1.49316177, 1.71827070, 1.92160470, 2.10089271, 2.25598970, 2.38827435, 2.50000000, 2.59384655, 2.67256219, 2.73871203, 2.79456936, 2.84198985, 2.88250505, 2.91733436, 2.94764863, 2.97469390, 3.00000000, 
1.00000000, 1.28138658, 1.55008860, 1.79648828, 2.01518585, 2.20447980, 2.36528304, 2.50000000, 2.61172565, 2.70368737, 2.77888664, 2.83993118, 2.88887115, 2.92726841, 2.95619503, 2.97656447, 2.98939772, 2.99636009, 3.00000000, 
1.00000000, 1.32369519, 1.62831407, 1.90114295, 2.13683960, 2.33545303, 2.50000000, 2.63471696, 2.74401030, 2.83189761, 2.90177528, 2.95624321, 2.99714160, 3.02549269, 3.04176201, 3.04609433, 3.03905046, 3.02239912, 3.00000000, 
1.00000000, 1.38469686, 1.73765565, 2.04209978, 2.29481440, 2.50000000, 2.66454697, 2.79552020, 2.89910729, 2.98032648, 3.04294579, 3.08958503, 3.12167177, 3.13959341, 3.14272677, 3.12994177, 3.10039389, 3.05529246, 3.00000000, 
1.00000000, 1.47719985, 1.89510186, 2.23434281, 2.50000000, 2.70518560, 2.86316040, 2.98481415, 3.07839530, 3.14984143, 3.20323683, 3.24102209, 3.26419605, 3.27221897, 3.26308671, 3.23339569, 3.17935858, 3.09943845, 3.00000000, 
1.00000000, 1.62887132, 2.13101000, 2.50000000, 2.76565719, 2.95790022, 3.09885705, 3.20351172, 3.28172930, 3.33994061, 3.38213803, 3.41048024, 3.42539167, 3.42550366, 3.40714285, 3.36382845, 3.28605554, 3.16408039, 3.00000000, 
1.00000000, 1.90722140, 2.50000000, 2.86899000, 3.10489814, 3.26234435, 3.37168593, 3.44991140, 3.50683823, 3.54825604, 3.57752383, 3.59622715, 3.60439679, 3.60014567, 3.57880198, 3.53086718, 3.43850692, 3.27162181, 3.00000000, 
1.00000000, 2.50000000, 3.09277860, 3.37112868, 3.52280015, 3.61530314, 3.67630481, 3.71861342, 3.74877843, 3.77038440, 3.78537633, 3.79461858, 3.79796538, 3.79398702, 3.77892214, 3.74389075, 3.66657400, 3.48447526, 3.00000000, 
4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 4.00000000, 
